"","queried_ursi","age","sex","firstSum","secondSum","allSum","past","positive","future","negative","friends","specific_vague","words","images","EHI","MeanFD"
"87",174363,18,"female",130,42,172,1.20076103017147,0.0736047581774635,0.235622759000773,-1.12872715034778,-0.739387674087582,0.938465539821369,0.689081679048237,2.0951466815638,90,0.1521
"88",174886,57,"female",142,48,190,1.28798488257217,-0.869697895837377,-2.49322091353158,-0.0878922535712591,0.972989400234388,1.44902250653841,1.85671254460269,-0.429028009854305,60,0.251
"89",177330,22,"female",113,43,156,0.850417567138404,-1.59721769284154,-1.17262188515308,-0.84270565586127,-1.48896933919577,0.870343165000701,0.547705259058262,-1.9536407491292,65,0.6926
"90",177857,59,"male",42,29,71,-1.14675596076255,0.24478499088246,-0.156789556940625,-0.195443412670258,-1.20905534529546,-0.0977980522705553,-0.286895725148844,-0.914455123172227,-25,0.4228
"91",178174,37,"female",148,60,208,1.50378549357694,-0.38695055041443,-0.211718318564666,-1.12041517285197,-0.374234053676239,2.22036505707329,-0.735096500535392,-0.278221699592904,-70,0.1685
"92",178453,49,"male",83,33,116,-0.101158127617578,0.413883653418546,-0.96997326846055,-0.333247756254828,0.570535916535621,-0.0405953811079023,0.695268327816256,0.981564697665537,60,0.4281
"93",179005,21,"male",100,23,123,0.453030846308039,-0.837746099220034,-0.283230108175432,-0.941512207697893,1.2113958313033,-0.671291651522351,0.507029556558219,0.216022684574662,55,0.1818
"94",179873,48,"female",82,29,111,-0.180602426897307,-0.828656584059669,-1.83537877112133,2.6559631810833,0.287314548438171,-0.305675018195984,0.388434675908602,-2.63512601146897,100,0.402
"95",180308,59,"female",75,23,98,-0.164093349683787,-1.5218416135707,-1.67564271585396,1.32007634163115,1.33620579740071,-0.794260681161001,0.995474428606514,0.391730591313257,100,0.3949
"96",182376,50,"female",87,60,147,-0.0320684668073449,-1.26889627484709,-1.16737899786857,0.545544091572574,0.833540898937977,2.12611791413468,-0.592343608445821,-0.915333856866708,90,0.4598
"97",182604,23,"male",113,37,150,0.65352875206208,0.589381882710734,0.131730884301467,0.263942290286508,-0.942327418392451,0.422792003447611,-0.170233385680113,-0.928574070274775,90,0.2
"98",183457,50,"male",122,48,170,0.944592906654253,-1.07305617347826,0.971650373527106,-0.0943426898531348,1.31661227391768,0.938702720678261,0.269484502345473,1.37883324004941,85,0.2822
"99",183726,30,"female",52,25,77,-0.892713702330097,0.028443149807843,-0.0654887788355421,1.22977628859426,0.397646020237157,-0.329341038233477,-0.179127183557461,1.03312640322466,100,0.1414
"100",185428,30,"female",162,47,209,1.80245420672361,1.80843184604807,0.915984252525921,-0.822936763099899,0.341842169543153,1.19601681638689,-1.06613315178721,1.51749744739302,60,0.1884
"101",185676,51,"male",55,26,81,-0.871686888457954,-0.748012474113628,0.296243436407871,0.456535355675545,0.322401854780492,-0.688057154812266,0.39383411531219,0.117421446385033,70,0.2716
"102",185781,20,"female",86,35,121,0.0181208021222875,-0.134979208453937,-0.767829351037214,-1.18068360577214,-0.843342873960532,0.385497834251019,0.118356172415923,2.23663789160976,100,0.2705
"103",186067,22,"male",86,19,105,0.0382546254123496,-0.489323043840932,-2.12520881471029,0.859376601544702,-0.264561799224227,-1.22586657612963,-1.04693001614265,0.0156447811791588,40,0.1891
